track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence
77.0,edm,pop edm,0.797,0.86,10.0,-4.38,0.0,0.0413,0.0312,0.0137,0.334,0.192
86.0,edm,pop edm,0.737,0.828,11.0,-4.711,1.0,0.0396,0.0149,0.000583,0.0862,0.517
69.0,edm,pop edm,0.504,0.896,10.0,-6.249,0.0,0.044,0.00183,0.0284,0.134,0.0393
53.0,edm,pop edm,0.705,0.632,5.0,-3.561,1.0,0.0375,0.197,4.64e-06,0.158,0.502
67.0,edm,pop edm,0.735,0.5,8.0,-11.297,1.0,0.0511,0.415,3.12e-05,0.13,0.119
65.0,edm,pop edm,0.735,0.915,0.0,-5.082,0.0,0.0475,0.0456,0.000152,0.238,0.615
62.0,edm,pop edm,0.44,0.867,2.0,-4.402,1.0,0.061,0.552,9.45e-06,0.115,0.452
33.0,edm,pop edm,0.522,0.963,5.0,-3.061,0.0,0.241,0.0235,0.305,0.0964,0.26
61.0,edm,pop edm,0.682,0.91,11.0,-2.314,1.0,0.0431,0.00953,0.0673,0.0732,0.536
62.0,edm,pop edm,0.744,0.925,1.0,-4.312,1.0,0.0558,0.0394,0.000306,0.295,0.7
40.0,edm,pop edm,0.584,0.928,1.0,-6.308,0.0,0.032,0.0261,0.057,0.161,0.065
40.0,edm,pop edm,0.708,0.588,5.0,-6.46,0.0,0.0933,0.206,6.29e-06,0.106,0.262
51.0,edm,pop edm,0.591,0.959,4.0,-5.644,0.0,0.215,0.00583,0.624,0.428,0.346
58.0,edm,pop edm,0.576,0.977,5.0,-3.106,0.0,0.0392,0.000452,0.00045,0.163,0.235
48.0,edm,pop edm,0.712,0.806,0.0,-4.202,1.0,0.252,0.00765,5.05e-06,0.146,0.64
50.0,edm,pop edm,0.616,0.848,6.0,-2.934,1.0,0.113,0.028,0.0,0.158,0.33
44.0,edm,pop edm,0.733,0.962,7.0,-2.705,1.0,0.194,0.00288,0.0486,0.0397,0.484
24.0,edm,pop edm,0.639,0.717,0.0,-5.479,1.0,0.18,0.00136,0.0404,0.523,0.272
56.0,edm,pop edm,0.64,0.946,11.0,-2.649,0.0,0.0879,0.336,0.39,0.0754,0.374
60.0,edm,pop edm,0.873,0.924,10.0,-2.316,1.0,0.0675,0.00515,0.369,0.0997,0.537
84.0,edm,pop edm,0.795,0.885,8.0,-4.13,1.0,0.0713,0.0375,0.00638,0.292,0.46
23.0,edm,pop edm,0.67,0.801,2.0,-4.67,1.0,0.0346,0.00125,0.27,0.238,0.202
70.0,edm,pop edm,0.916,0.411,6.0,-7.523,1.0,0.0657,0.159,1.1e-05,0.0989,0.407
37.0,edm,pop edm,0.616,0.695,9.0,-7.894,0.0,0.0397,0.121,0.0228,0.0311,0.189
70.0,edm,pop edm,0.572,0.934,6.0,-5.053,0.0,0.0446,0.00292,0.0198,0.105,0.204
10.0,edm,pop edm,0.671,0.886,5.0,-5.959,0.0,0.029,0.0217,0.000267,0.318,0.769
50.0,edm,pop edm,0.561,0.913,7.0,-5.362,0.0,0.0318,0.00987,1.7e-05,0.179,0.277
45.0,edm,pop edm,0.691,0.628,10.0,-9.567,0.0,0.0661,0.0419,0.000485,0.136,0.637
72.0,edm,pop edm,0.687,0.887,7.0,-4.97,1.0,0.0564,0.00438,0.00629,0.172,0.345
63.0,edm,pop edm,0.752,0.84,6.0,-4.451,0.0,0.0373,0.00486,0.0109,0.0916,0.461
47.0,edm,pop edm,0.738,0.54,6.0,-9.142,0.0,0.0515,0.0976,2.89e-05,0.083,0.665
54.0,edm,pop edm,0.504,0.74,10.0,-6.13,1.0,0.0806,0.0726,0.0,0.137,0.186
75.0,edm,pop edm,0.717,0.716,3.0,-5.485,0.0,0.0432,0.0421,0.000467,0.0699,0.206
72.0,edm,pop edm,0.587,0.92,0.0,-4.697,0.0,0.0914,0.0936,0.073,0.185,0.35
67.0,edm,pop edm,0.825,0.841,0.0,-6.433,1.0,0.135,0.0906,0.00411,0.258,0.616
21.0,edm,pop edm,0.664,0.475,1.0,-9.539,0.0,0.033,0.16,0.00619,0.0871,0.322
62.0,edm,pop edm,0.709,0.814,8.0,-4.148,1.0,0.0466,0.106,0.000229,0.267,0.477
71.0,edm,pop edm,0.333,0.985,5.0,-2.843,0.0,0.0563,0.0326,0.769,0.226,0.393
64.0,edm,pop edm,0.685,0.807,1.0,-5.095,1.0,0.0459,0.00231,0.00936,0.0678,0.149
83.0,edm,pop edm,0.745,0.972,7.0,-3.506,1.0,0.0774,0.00903,0.465,0.297,0.556
28.0,edm,pop edm,0.619,0.737,5.0,-4.333,0.0,0.0435,0.00852,0.000103,0.46,0.385
41.0,edm,pop edm,0.498,0.549,6.0,-10.394,1.0,0.0359,0.00901,4.38e-05,0.735,0.0836
76.0,edm,pop edm,0.688,0.702,7.0,-4.792,0.0,0.0499,0.0215,0.0,0.128,0.74
77.0,edm,pop edm,0.574,0.512,5.0,-6.664,0.0,0.0503,0.234,0.0,0.0946,0.512
13.0,edm,pop edm,0.512,0.803,2.0,-5.135,1.0,0.0531,0.00362,0.000583,0.116,0.591
55.0,edm,pop edm,0.709,0.797,8.0,-5.22,1.0,0.316,0.212,0.0,0.0885,0.678
45.0,edm,pop edm,0.884,0.266,9.0,-11.902,1.0,0.0768,0.745,0.0439,0.105,0.0466
53.0,edm,pop edm,0.793,0.645,2.0,-9.815,0.0,0.0443,0.531,0.00021,0.1,0.365
21.0,edm,pop edm,0.786,0.612,8.0,-4.894,1.0,0.217,0.76,0.0,0.111,0.513
68.0,edm,pop edm,0.909,0.392,6.0,-6.221,0.0,0.0652,0.278,1.77e-06,0.106,0.61
48.0,edm,pop edm,0.523,0.507,1.0,-10.144,1.0,0.309,0.171,0.0,0.0413,0.316
58.0,edm,pop edm,0.689,0.508,5.0,-5.741,1.0,0.0436,0.303,0.0,0.0922,0.417
47.0,edm,pop edm,0.808,0.863,5.0,-4.398,0.0,0.0744,0.228,0.0,0.156,0.672
64.0,edm,pop edm,0.863,0.645,3.0,-10.297,0.0,0.484,0.523,2.28e-05,0.186,0.763
67.0,edm,pop edm,0.9,0.482,11.0,-8.98,0.0,0.421,0.201,0.0,0.106,0.68
55.0,edm,pop edm,0.874,0.496,5.0,-5.579,0.0,0.154,0.0498,0.0,0.294,0.129
57.0,edm,pop edm,0.84,0.83,11.0,-5.217,0.0,0.148,0.0313,0.0551,0.073,0.695
24.0,edm,pop edm,0.913,0.719,1.0,-3.536,1.0,0.21,0.545,0.0,0.132,0.448
52.0,edm,pop edm,0.699,0.609,1.0,-8.201,0.0,0.0479,0.0126,2.92e-06,0.0332,0.545
37.0,edm,pop edm,0.635,0.597,0.0,-8.209,0.0,0.0538,0.0275,0.0268,0.097,0.889
36.0,edm,pop edm,0.798,0.735,9.0,-6.718,1.0,0.0724,0.00534,3.26e-06,0.118,0.0465
52.0,edm,pop edm,0.677,0.389,7.0,-9.342,1.0,0.117,0.345,4.34e-05,0.0893,0.507
46.0,edm,pop edm,0.323,0.443,11.0,-7.928,0.0,0.0372,0.833,5.78e-05,0.0923,0.17
39.0,edm,pop edm,0.658,0.558,5.0,-7.756,0.0,0.322,0.258,0.0,0.116,0.3
56.0,edm,pop edm,0.696,0.404,7.0,-10.662,0.0,0.0417,0.155,0.0119,0.228,0.116
38.0,edm,pop edm,0.798,0.553,0.0,-7.671,1.0,0.237,0.118,0.0,0.112,0.597
52.0,edm,pop edm,0.736,0.551,8.0,-6.876,1.0,0.0401,0.0297,0.0,0.19,0.66
67.0,edm,pop edm,0.753,0.538,10.0,-10.704,1.0,0.31,0.2,2.89e-05,0.153,0.607
41.0,edm,pop edm,0.719,0.733,11.0,-8.889,0.0,0.119,0.0129,0.0024,0.106,0.51
45.0,edm,pop edm,0.669,0.781,6.0,-4.451,0.0,0.0357,0.0134,0.0,0.174,0.231
55.0,edm,pop edm,0.813,0.682,10.0,-5.15,0.0,0.493,0.708,0.0,0.127,0.599
42.0,edm,pop edm,0.842,0.545,0.0,-6.584,0.0,0.231,0.505,0.000422,0.183,0.442
49.0,edm,pop edm,0.691,0.573,9.0,-6.417,1.0,0.332,0.203,0.0,0.123,0.574
45.0,edm,pop edm,0.618,0.819,8.0,-2.151,0.0,0.239,0.291,0.0,0.0744,0.529
43.0,edm,pop edm,0.502,0.736,9.0,-8.48,1.0,0.385,0.00617,0.0,0.158,0.393
51.0,edm,pop edm,0.831,0.711,5.0,-4.52,1.0,0.071,0.187,0.0,0.0954,0.597
65.0,edm,pop edm,0.82,0.65,5.0,-5.799,0.0,0.426,0.0182,0.0,0.115,0.363
46.0,edm,pop edm,0.83,0.791,5.0,-6.841,1.0,0.362,0.136,0.0,0.116,0.964
40.0,edm,pop edm,0.653,0.491,10.0,-8.501,0.0,0.44,0.0108,0.0,0.164,0.244
48.0,edm,pop edm,0.74,0.388,6.0,-10.977,0.0,0.057,0.432,2.27e-06,0.0885,0.66
51.0,edm,pop edm,0.765,0.657,8.0,-4.946,0.0,0.0401,0.0102,0.0,0.194,0.763
42.0,edm,pop edm,0.709,0.582,0.0,-6.983,1.0,0.0477,0.578,0.000112,0.105,0.108
48.0,edm,pop edm,0.694,0.658,7.0,-8.863,1.0,0.029,0.364,1.43e-06,0.3,0.584
81.0,edm,pop edm,0.757,0.673,1.0,-8.513,1.0,0.141,0.095,0.0,0.338,0.574
44.0,edm,pop edm,0.917,0.494,1.0,-5.772,1.0,0.085,0.0393,0.0,0.194,0.341
47.0,edm,pop edm,0.702,0.742,11.0,-5.397,0.0,0.119,0.0286,0.0,0.33,0.808
44.0,edm,pop edm,0.704,0.672,5.0,-7.358,0.0,0.127,0.443,0.0,0.106,0.678
57.0,edm,pop edm,0.788,0.559,1.0,-5.085,0.0,0.259,0.507,0.0,0.0992,0.143
47.0,edm,pop edm,0.74,0.888,1.0,-4.23,1.0,0.16,0.314,5.13e-06,0.0839,0.23
41.0,edm,pop edm,0.581,0.604,6.0,-8.175,0.0,0.101,0.00414,0.0,0.11,0.15
45.0,edm,pop edm,0.952,0.846,4.0,-5.805,0.0,0.247,0.0515,1.26e-06,0.317,0.597
52.0,edm,pop edm,0.661,0.943,4.0,-2.52,0.0,0.0392,0.0188,0.000231,0.272,0.71
52.0,edm,pop edm,0.655,0.899,11.0,-2.314,0.0,0.0372,0.00273,3.76e-05,0.34,0.707
56.0,edm,pop edm,0.678,0.355,11.0,-10.102,0.0,0.0354,0.676,0.17,0.0912,0.158
43.0,edm,pop edm,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867
49.0,edm,pop edm,0.572,0.802,5.0,-5.286,0.0,0.0412,0.0125,0.000101,0.135,0.555
50.0,edm,pop edm,0.754,0.652,11.0,-4.924,0.0,0.0308,0.174,0.0,0.113,0.474
45.0,edm,pop edm,0.52,0.789,0.0,-7.717,1.0,0.0432,0.00491,1.34e-05,0.0816,0.415
82.0,edm,pop edm,0.612,0.28,0.0,-8.648,1.0,0.0434,0.932,0.0,0.088,0.387
65.0,edm,pop edm,0.597,0.919,7.0,-2.954,1.0,0.044,0.000145,0.0,0.282,0.73
45.0,edm,pop edm,0.669,0.8,3.0,-5.609,1.0,0.117,0.358,0.0,0.241,0.179
51.0,edm,pop edm,0.672,0.628,6.0,-7.203,1.0,0.0856,0.192,0.587,0.333,0.159
48.0,edm,pop edm,0.604,0.851,10.0,-7.593,0.0,0.0405,0.00136,0.000228,0.167,0.144
76.0,edm,pop edm,0.581,0.963,11.0,-4.087,1.0,0.0981,0.0295,0.0,0.139,0.788
72.0,edm,pop edm,0.766,0.682,1.0,-5.02,1.0,0.0419,0.0113,0.00016,0.104,0.833
37.0,edm,pop edm,0.81,0.652,8.0,-10.595,1.0,0.186,0.0943,0.000502,0.105,0.607
11.0,edm,pop edm,0.818,0.732,1.0,-4.474,0.0,0.0334,0.0335,4.95e-05,0.19,0.679
11.0,edm,pop edm,0.56,0.959,7.0,-2.433,1.0,0.102,0.000738,0.000206,0.209,0.67
35.0,edm,pop edm,0.776,0.592,8.0,-7.507,0.0,0.0765,0.191,0.464,0.138,0.43
18.0,edm,pop edm,0.689,0.481,10.0,-7.503,1.0,0.0815,0.369,1.03e-06,0.0649,0.283
43.0,edm,pop edm,0.677,0.879,11.0,-4.361,1.0,0.0426,0.0184,0.000162,0.0768,0.725
38.0,edm,pop edm,0.875,0.631,1.0,-3.475,1.0,0.099,0.00542,2.54e-06,0.127,0.549
68.0,edm,pop edm,0.792,0.625,1.0,-5.609,1.0,0.0536,0.00776,0.00188,0.329,0.37
67.0,edm,pop edm,0.608,0.614,2.0,-3.727,1.0,0.0285,0.227,4.06e-06,0.157,0.402
71.0,edm,pop edm,0.61,0.926,8.0,-4.843,0.0,0.0479,0.031,0.0012,0.0821,0.861
79.0,edm,pop edm,0.671,0.939,8.0,-3.206,1.0,0.161,0.192,0.0,0.298,0.529
49.0,edm,pop edm,0.775,0.68,0.0,-5.508,0.0,0.0629,0.00906,0.0,0.109,0.656
51.0,edm,pop edm,0.638,0.832,8.0,-5.039,1.0,0.049,0.141,0.0,0.113,0.648
43.0,edm,pop edm,0.668,0.758,11.0,-9.36,0.0,0.0823,0.121,0.624,0.332,0.0594
53.0,edm,pop edm,0.854,0.505,7.0,-7.628,1.0,0.0494,0.0036,4.48e-05,0.0687,0.872
47.0,edm,pop edm,0.701,0.942,5.0,-2.253,1.0,0.241,0.159,0.0,0.113,0.57
42.0,edm,pop edm,0.849,0.812,4.0,-4.603,1.0,0.0746,0.111,3.19e-06,0.0946,0.795
71.0,edm,pop edm,0.734,0.766,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6
44.0,edm,pop edm,0.808,0.364,7.0,-12.306,0.0,0.0753,0.0404,0.947,0.106,0.0484
14.0,edm,pop edm,0.778,0.547,2.0,-7.273,1.0,0.0489,0.346,0.000302,0.132,0.441
46.0,edm,pop edm,0.59,0.818,0.0,-7.688,0.0,0.0513,0.0213,0.000485,0.0809,0.171
72.0,edm,pop edm,0.739,0.756,4.0,-4.828,1.0,0.0394,0.0136,0.0,0.37,0.523
61.0,edm,pop edm,0.727,0.76,8.0,-5.114,1.0,0.0297,0.13,0.0,0.0584,0.54
73.0,edm,pop edm,0.562,0.939,0.0,-4.282,1.0,0.0475,0.046,0.0,0.112,0.684
47.0,edm,pop edm,0.585,0.836,1.0,-4.572,1.0,0.134,0.00991,0.0,0.0448,0.579
77.0,edm,pop edm,0.865,0.521,0.0,-6.932,1.0,0.0371,0.548,0.000115,0.0989,0.748
37.0,edm,pop edm,0.699,0.76,5.0,-3.173,1.0,0.0677,0.00223,0.0,0.132,0.696
26.0,edm,pop edm,0.696,0.921,0.0,-3.755,1.0,0.0363,0.00314,5.24e-05,0.0842,0.714
53.0,edm,pop edm,0.726,0.697,4.0,-6.257,1.0,0.0404,0.0997,0.00733,0.0823,0.54
25.0,edm,pop edm,0.392,0.838,2.0,-4.825,1.0,0.0333,0.0151,0.842,0.0827,0.0465
31.0,edm,pop edm,0.734,0.654,6.0,-7.785,1.0,0.0437,0.00535,0.00265,0.0426,0.513
45.0,edm,pop edm,0.616,0.903,9.0,-0.475,1.0,0.0938,0.015,0.00102,0.141,0.446
18.0,edm,pop edm,0.677,0.696,4.0,-3.513,0.0,0.173,0.00435,0.233,0.402,0.2
38.0,edm,pop edm,0.509,0.733,1.0,-6.127,1.0,0.0569,0.064,2.2e-06,0.358,0.316
56.0,edm,pop edm,0.608,0.722,9.0,-5.55,0.0,0.107,0.00791,2.84e-05,0.315,0.121
52.0,edm,pop edm,0.706,0.804,1.0,-5.378,0.0,0.0601,0.0125,0.0,0.332,0.211
17.0,edm,pop edm,0.673,0.79,7.0,-4.663,0.0,0.0893,0.037,9.95e-06,0.0875,0.705
54.0,edm,pop edm,0.599,0.722,1.0,-4.032,1.0,0.0934,0.0256,0.0,0.0896,0.557
59.0,edm,pop edm,0.509,0.897,8.0,-3.418,0.0,0.0454,0.0861,0.000634,0.0625,0.283
25.0,edm,pop edm,0.582,0.872,4.0,-0.936,0.0,0.0462,0.0654,0.000182,0.0436,0.196
44.0,edm,pop edm,0.659,0.683,7.0,-5.485,0.0,0.0488,0.00835,0.0,0.625,0.278
32.0,edm,pop edm,0.684,0.858,0.0,-4.001,0.0,0.132,0.00897,0.0,0.376,0.164
37.0,edm,pop edm,0.693,0.918,11.0,-6.403,1.0,0.0637,0.0259,0.19,0.514,0.153
32.0,edm,pop edm,0.712,0.746,4.0,-4.022,1.0,0.0927,0.00324,5.6e-06,0.0655,0.394
43.0,edm,pop edm,0.71,0.864,6.0,-4.924,0.0,0.0757,0.00166,0.0365,0.036,0.114
38.0,edm,pop edm,0.512,0.986,2.0,-3.04,0.0,0.0387,0.000678,0.00357,0.0463,0.167
64.0,edm,pop edm,0.606,0.72,5.0,-6.253,0.0,0.0283,0.000151,0.00165,0.0745,0.179
48.0,edm,pop edm,0.637,0.736,2.0,-6.003,0.0,0.0404,0.0123,0.14,0.0798,0.643
30.0,edm,pop edm,0.619,0.835,5.0,-2.992,0.0,0.0272,0.00574,0.00736,0.602,0.331
48.0,edm,pop edm,0.775,0.476,1.0,-9.459,1.0,0.0311,0.0123,3.13e-05,0.156,0.423
39.0,edm,pop edm,0.71,0.964,1.0,-1.257,0.0,0.0502,0.0314,0.0145,0.294,0.72
52.0,edm,pop edm,0.656,0.752,4.0,-5.622,1.0,0.0378,0.354,1.1e-05,0.0707,0.477
37.0,edm,pop edm,0.532,0.757,8.0,-3.056,1.0,0.0545,0.229,0.0,0.187,0.638
31.0,edm,pop edm,0.826,0.693,11.0,-5.947,0.0,0.161,0.0307,0.272,0.0891,0.451
55.0,edm,pop edm,0.598,0.836,1.0,-2.388,1.0,0.0457,0.0324,2.44e-06,0.0751,0.343
39.0,edm,pop edm,0.813,0.592,3.0,-7.733,1.0,0.0417,0.00332,0.000301,0.125,0.606
46.0,edm,pop edm,0.696,0.652,0.0,-6.826,0.0,0.0461,0.00326,0.67,0.0894,0.13
35.0,edm,pop edm,0.599,0.814,6.0,-3.653,0.0,0.0829,0.118,0.00541,0.194,0.665
22.0,edm,pop edm,0.84,0.703,1.0,-8.985,0.0,0.166,0.0125,1.17e-05,0.0684,0.465
30.0,edm,pop edm,0.631,0.773,10.0,-4.623,0.0,0.0405,0.358,0.0,0.108,0.603
35.0,edm,pop edm,0.719,0.799,10.0,-4.805,1.0,0.0551,0.0186,3.94e-05,0.29,0.266
47.0,edm,pop edm,0.736,0.471,6.0,-9.009,0.0,0.07,0.589,0.0,0.138,0.395
28.0,edm,pop edm,0.722,0.77,5.0,-5.497,0.0,0.0361,0.0183,3.88e-05,0.334,0.416
36.0,edm,pop edm,0.551,0.874,11.0,-4.559,0.0,0.0496,0.0427,0.00129,0.396,0.421
43.0,edm,pop edm,0.539,0.64,4.0,-6.602,1.0,0.0464,0.24,3.82e-05,0.491,0.378
29.0,edm,pop edm,0.591,0.655,3.0,-6.332,1.0,0.0731,0.0263,0.0,0.0572,0.226
30.0,edm,pop edm,0.709,0.542,2.0,-9.056,1.0,0.0381,0.184,0.0005,0.0852,0.474
20.0,edm,pop edm,0.545,0.784,5.0,-5.407,0.0,0.0391,0.154,0.0,0.273,0.641
51.0,edm,pop edm,0.775,0.559,8.0,-5.89,1.0,0.0417,0.081,0.0,0.219,0.408
44.0,edm,pop edm,0.708,0.581,6.0,-9.521,1.0,0.0557,0.323,0.0206,0.0961,0.329
54.0,edm,pop edm,0.764,0.809,10.0,-4.256,1.0,0.111,0.125,2.02e-06,0.0678,0.586
43.0,edm,pop edm,0.711,0.8,0.0,-5.852,1.0,0.0303,0.00158,0.0513,0.314,0.43
51.0,edm,pop edm,0.838,0.765,1.0,-2.332,0.0,0.0462,0.0514,0.00021,0.0297,0.905
40.0,edm,pop edm,0.532,0.822,2.0,-3.309,1.0,0.0432,0.0648,0.0,0.356,0.335
49.0,edm,pop edm,0.672,0.763,2.0,-3.864,0.0,0.0565,0.0728,0.0,0.135,0.318
49.0,edm,pop edm,0.687,0.843,9.0,-2.974,1.0,0.0312,0.208,0.000917,0.0751,0.344
50.0,edm,pop edm,0.642,0.864,7.0,-3.657,1.0,0.0379,0.0455,1.98e-06,0.081,0.564
39.0,edm,pop edm,0.698,0.867,2.0,-5.033,1.0,0.0404,0.0546,0.154,0.0744,0.468
35.0,edm,pop edm,0.647,0.827,8.0,-4.163,1.0,0.0519,0.0158,0.000208,0.429,0.573
44.0,edm,pop edm,0.543,0.601,8.0,-8.434,1.0,0.0415,0.291,0.0,0.0695,0.486
44.0,edm,pop edm,0.669,0.844,1.0,-3.774,0.0,0.122,0.222,0.0,0.219,0.266
25.0,edm,pop edm,0.534,0.749,6.0,-5.562,0.0,0.0749,0.0776,1.47e-06,0.0906,0.671
38.0,edm,pop edm,0.595,0.841,8.0,-4.24,1.0,0.0796,0.0322,0.0,0.0847,0.761
23.0,edm,pop edm,0.616,0.863,1.0,-6.17,0.0,0.0989,0.0667,0.00118,0.784,0.131
29.0,edm,pop edm,0.72,0.56,8.0,-8.928,1.0,0.0527,0.00781,4.44e-06,0.0744,0.324
37.0,edm,pop edm,0.861,0.788,9.0,-6.257,1.0,0.182,0.00678,0.0344,0.0507,0.748
42.0,edm,pop edm,0.705,0.585,2.0,-6.848,1.0,0.0366,0.296,0.00019,0.097,0.348
63.0,edm,pop edm,0.692,0.896,1.0,-4.017,1.0,0.0502,0.0121,6.59e-05,0.199,0.798
48.0,edm,pop edm,0.632,0.826,0.0,-4.342,0.0,0.0486,0.027,4.77e-05,0.0949,0.679
51.0,edm,pop edm,0.705,0.674,11.0,-8.432,0.0,0.04,0.0184,0.0149,0.137,0.103
38.0,edm,pop edm,0.352,0.668,8.0,-5.918,0.0,0.39,0.418,0.0,0.402,0.536
57.0,edm,pop edm,0.728,0.676,1.0,-5.131,0.0,0.132,0.00692,2.53e-06,0.101,0.307
79.0,edm,pop edm,0.825,0.593,6.0,-6.401,0.0,0.0988,0.688,0.000161,0.17,0.54
98.0,edm,pop edm,0.896,0.586,10.0,-6.687,0.0,0.0559,0.104,0.0,0.79,0.642
93.0,edm,pop edm,0.676,0.609,2.0,-5.831,0.0,0.481,0.0706,0.0,0.152,0.508
95.0,edm,pop edm,0.662,0.519,9.0,-6.554,0.0,0.106,0.404,0.0,0.121,0.495
30.0,edm,pop edm,0.482,0.667,3.0,-4.446,1.0,0.0397,0.251,0.0,0.108,0.2
98.0,edm,pop edm,0.803,0.715,2.0,-3.28,1.0,0.298,0.295,0.000134,0.0574,0.574
99.0,edm,pop edm,0.621,0.601,6.0,-5.616,0.0,0.148,0.0522,0.0,0.46,0.457
98.0,edm,pop edm,0.513,0.796,1.0,-4.075,1.0,0.0629,0.00147,0.000209,0.0938,0.345
97.0,edm,pop edm,0.794,0.793,11.0,-4.521,0.0,0.0842,0.0125,0.0,0.0952,0.677
48.0,edm,pop edm,0.794,0.64,0.0,-6.15,1.0,0.0978,0.252,3.84e-05,0.163,0.576
97.0,edm,pop edm,0.784,0.43,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236
98.0,edm,pop edm,0.764,0.32,11.0,-7.209,1.0,0.0546,0.837,0.0,0.0822,0.575
47.0,edm,pop edm,0.579,0.757,10.0,-7.97,1.0,0.0402,0.0186,3.27e-05,0.115,0.142
98.0,edm,pop edm,0.695,0.762,0.0,-3.497,1.0,0.0395,0.192,0.00244,0.0863,0.553
97.0,edm,pop edm,0.704,0.225,6.0,-14.454,0.0,0.0994,0.902,0.657,0.106,0.243
29.0,edm,pop edm,0.722,0.527,7.0,-6.728,0.0,0.127,0.157,0.0,0.182,0.364
88.0,edm,pop edm,0.838,0.545,5.0,-6.713,1.0,0.0706,0.208,8.01e-05,0.103,0.631
23.0,edm,pop edm,0.762,0.738,3.0,-6.623,1.0,0.0311,0.454,1.44e-06,0.0615,0.824
85.0,edm,pop edm,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978
96.0,edm,pop edm,0.721,0.716,10.0,-7.037,0.0,0.0657,0.0334,0.00084,0.237,0.667
88.0,edm,pop edm,0.759,0.548,9.0,-6.049,0.0,0.029,0.0392,0.0,0.0828,0.749
25.0,edm,pop edm,0.459,0.7,1.0,-8.922,0.0,0.0305,0.00217,2.35e-05,0.108,0.241
94.0,edm,pop edm,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446
88.0,edm,pop edm,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569
24.0,edm,pop edm,0.726,0.71,1.0,-6.144,0.0,0.362,0.629,1.16e-06,0.177,0.402
94.0,edm,pop edm,0.724,0.491,8.0,-6.024,1.0,0.0296,0.018,1.29e-05,0.0887,0.383
57.0,edm,pop edm,0.566,0.767,6.0,-6.15,0.0,0.0817,0.106,0.0,0.0862,0.236
95.0,edm,pop edm,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562
23.0,edm,pop edm,0.522,0.67,1.0,-8.511,1.0,0.0965,0.507,5.17e-06,0.179,0.469
87.0,edm,pop edm,0.794,0.32,1.0,-12.92,0.0,0.173,0.853,0.134,0.112,0.241
94.0,edm,pop edm,0.778,0.559,6.0,-7.109,0.0,0.0776,0.128,0.0,0.399,0.678
52.0,edm,pop edm,0.798,0.664,8.0,-4.321,0.0,0.03,0.46,7.37e-06,0.157,0.314
21.0,edm,pop edm,0.615,0.706,8.0,-7.246,1.0,0.0429,0.091,0.0149,0.0857,0.305
93.0,edm,pop edm,0.769,0.787,11.0,-3.909,1.0,0.367,0.189,0.0,0.129,0.836
47.0,edm,pop edm,0.529,0.758,1.0,-6.297,1.0,0.3,0.039,0.0,0.192,0.261
93.0,edm,pop edm,0.886,0.672,1.0,-4.394,1.0,0.188,0.0363,8.78e-06,0.101,0.526
90.0,edm,pop edm,0.883,0.668,9.0,-2.957,1.0,0.113,0.11,0.000529,0.0734,0.676
26.0,edm,pop edm,0.508,0.682,10.0,-5.381,1.0,0.0489,0.0217,0.0,0.343,0.309
86.0,edm,pop edm,0.591,0.585,2.0,-6.35,1.0,0.0277,0.143,0.0,0.109,0.324
83.0,edm,pop edm,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183
25.0,edm,pop edm,0.498,0.334,3.0,-17.496,1.0,0.188,0.477,0.00016,0.142,0.0949
94.0,edm,pop edm,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884
50.0,edm,pop edm,0.557,0.416,11.0,-10.698,1.0,0.0447,0.749,0.801,0.114,0.246
86.0,edm,pop edm,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557
27.0,edm,pop edm,0.458,0.758,2.0,-7.038,1.0,0.0565,0.0258,1.79e-05,0.102,0.112
92.0,edm,pop edm,0.656,0.614,6.0,-4.973,0.0,0.102,0.558,0.000862,0.215,0.35
90.0,edm,pop edm,0.736,0.369,9.0,-9.682,0.0,0.0688,0.334,0.0,0.126,0.235
14.0,edm,pop edm,0.776,0.696,9.0,-8.294,1.0,0.0814,0.273,0.0,0.0564,0.927
94.0,edm,pop edm,0.598,0.427,7.0,-8.764,0.0,0.0317,0.0546,5.83e-06,0.21,0.0605
84.0,edm,pop edm,0.798,0.675,6.0,-5.041,1.0,0.0442,0.0912,0.0,0.0894,0.842
18.0,edm,pop edm,0.805,0.888,3.0,-3.255,1.0,0.0368,0.281,0.0,0.203,0.342
92.0,edm,pop edm,0.474,0.631,5.0,-5.884,0.0,0.343,0.0687,0.0,0.132,0.425
92.0,edm,pop edm,0.879,0.703,1.0,-4.219,1.0,0.0701,0.143,0.0,0.0569,0.788
